 551.806820      -7.42      4.00   17.782   0.027      0
 552.919852       1.29      4.09   17.724   0.027      0
 553.825572     -99.00    -99.00   -1.000  -1.000   6147
 554.726117       6.66      5.65   17.689   0.036      0
 557.901218     -99.00    -99.00   -1.000  -1.000   6147
 559.730187       5.57      5.72   17.696   0.036      0
 559.756416       3.78      9.90   17.708   0.063     32
 560.899502       9.93      4.91   17.669   0.030      0
 561.695531     -13.59      4.43   17.825   0.032      0
 562.756247       5.08      4.82   17.699   0.031      0
 563.848758       5.48      4.76   17.697   0.030      0
 567.755908     -99.00    -99.00   -1.000  -1.000   6147
 568.754413     -99.00    -99.00   -1.000  -1.000   6147
 569.723807     -99.00    -99.00   -1.000  -1.000   6147
 570.719868      -1.06      4.45   17.739   0.029      0
 572.744084     -14.81      4.98   17.834   0.036      0
 573.778374     -21.11      3.64   17.880   0.027      0
 574.715665     -19.14      4.10   17.865   0.030      0
 575.649298      -7.97      6.79   17.786   0.047      0
 576.629691      10.98      6.48   17.662   0.040      0
 577.776265     -99.00    -99.00   -1.000  -1.000   6147
 578.630073       1.84      5.48   17.720   0.036      0
 578.885936     -26.43      3.98   17.921   0.031      0
 581.626047     -99.00    -99.00   -1.000  -1.000   6147
 582.639932      -9.47      5.82   17.796   0.040      0
 583.634727     -99.00    -99.00   -1.000  -1.000   6147
 583.922129      -8.37      5.68   17.788   0.039      0
 587.649062      -5.49      9.97   17.769   0.068     32
 588.906227     -21.78      4.36   17.885   0.033      0
 590.909968       0.07      8.45   17.732   0.055      0
 596.623644       1.19      4.91   17.724   0.032      0
 599.931303     -14.70      5.56   17.833   0.040      0
 601.655105       5.24      3.82   17.698   0.024      0
 601.878910       6.90      4.41   17.688   0.028      0
 602.601064      21.43      3.50   17.600   0.020   1024
 605.822521      10.38      4.80   17.666   0.030      0
 606.834842     -14.84      4.52   17.834   0.033      0
 607.831535       4.69      4.21   17.702   0.027      0
 608.823193       1.38      4.00   17.723   0.026      0
 614.895789       8.29      4.87   17.679   0.030      0
 615.860293       7.00      4.99   17.687   0.031      0
 616.855016       5.47      6.01   17.697   0.038      0
 616.861579      10.56      6.17   17.665   0.038      0
 618.695659     -20.98     13.76   17.879   0.104      0
 622.832069       5.63      5.07   17.696   0.032      0
 623.774906      -4.77      4.47   17.764   0.030      0
 624.790750     -18.57      4.33   17.861   0.032      0
 625.873595       4.49      4.70   17.703   0.030      0
 626.735721       5.20      4.88   17.698   0.031      0
 627.734847      -3.72      4.53   17.757   0.030      0
 628.851390      10.82      5.63   17.663   0.035      0
 629.802018       9.26      5.08   17.673   0.032      0
 632.674032      -0.84      4.45   17.738   0.029      0
 633.821572     -16.56      4.05   17.846   0.030      0
 635.653923     -11.29      4.63   17.809   0.033      0
 643.791363       0.65      4.87   17.728   0.032      0
 645.629947       3.68      4.10   17.708   0.026      0
 652.736140       4.35      4.02   17.704   0.026      0
 653.588901     -19.11      3.47   17.865   0.026      0
 655.665514     -11.17      3.86   17.808   0.027      0
 656.775793       6.23      4.49   17.692   0.028      0
 657.745233      -0.44      4.59   17.735   0.030      0
 664.650054     -19.32      4.57   17.867   0.034      0
 665.778316      -7.73      4.42   17.784   0.030      0
 666.538730      15.04      4.30   17.638   0.026      0
 667.787491     -99.00    -99.00   -1.000  -1.000   6147
 669.540244     -18.73      4.06   17.862   0.030      0
 670.625053      12.03      4.99   17.656   0.030      0
 670.635897       7.90      4.15   17.681   0.026      0
 671.758492       7.70      4.48   17.683   0.028      0
 685.586657     -21.79      4.33   17.885   0.033      0
 688.543763      10.37      5.15   17.666   0.032      0
 689.506248       2.99      3.93   17.713   0.025      0
 694.511111      -2.23      4.80   17.747   0.032      0
 698.648528      17.51      5.30   17.623   0.031      0
 701.594371      18.73      8.82   17.616   0.052      0
 704.593875      22.34      8.45   17.595   0.049      0
 707.508349       6.78      6.00   17.688   0.038      0
 712.647104       8.04      5.68   17.681   0.036      0
 716.563696       2.30      7.10   17.717   0.046      0
 722.586134     -16.83      7.19   17.848   0.052      0
 728.562979       8.83      5.26   17.676   0.033      0
 741.556143     -16.39      4.84   17.845   0.035      0
 748.504863      -8.25      8.93   17.787   0.062      0
 887.857517       7.27      5.48   17.685   0.034      0
 895.835275      -2.48      4.17   17.748   0.028      0
 898.848213     -15.01      3.98   17.835   0.029      0
 918.890647       9.99      5.66   17.668   0.035      0
 925.856802       2.39      4.24   17.716   0.027      0
 930.893907       8.24      5.20   17.679   0.032      0
 933.851171     -99.00    -99.00   -1.000  -1.000   6147
 936.738410      -1.00      4.18   17.739   0.028      0
 937.883393       4.23      6.18   17.705   0.040      0
 939.898114     -99.00    -99.00   -1.000  -1.000   6147
 940.853356     -12.79      6.01   17.819   0.043      0
 941.677362       0.16      5.50   17.731   0.036      0
