 856.880445      -9.26      9.67   16.036   0.013      0
 885.823044      47.40     11.19   15.964   0.014      0
 895.792825     -36.22      7.66   16.072   0.010      0
 896.884364      22.37      7.18   15.996   0.009      0
 897.871540      49.78      7.45   15.962   0.009      0
 898.878324      21.16      7.73   15.997   0.010      0
 900.788862     -53.13      6.86   16.096   0.010      0
 911.864506      55.67      7.80   15.954   0.010      0
 918.732046      30.07     12.00   15.986   0.015      0
 924.874828      18.80      7.87   16.000   0.010      0
 925.746688      45.20      7.55   15.967   0.009      0
 926.793179      48.86      9.36   15.963   0.011      0
 928.732663      51.31      8.01   15.960   0.010      0
 931.715434      -8.97      8.37   16.036   0.011      0
 933.733918      49.72      7.88   15.962   0.010      0
 934.918372     -49.04      7.43   16.090   0.010      0
 936.708708      23.20      7.03   15.995   0.009      0
 937.674059      -3.92      7.66   16.029   0.010      0
 941.660781     -17.79      7.52   16.048   0.010      0
 945.679603      46.49     10.66   15.966   0.013      0
 949.743591      20.20      7.44   15.998   0.009      0
 950.660405      42.78      8.42   15.970   0.010      0
 952.663711     -37.67      7.20   16.074   0.010      0
 962.673339     -24.72      7.58   16.057   0.010      0
 963.650230      59.00      7.82   15.950   0.009      0
 965.828537      55.26      8.59   15.955   0.010      0
 966.919290      -9.85      7.45   16.037   0.010      0
 971.859459      48.37      8.40   15.963   0.010      0
 985.757395      48.44      4.87   15.963   0.006   1024
 986.825534     -12.38      9.23   16.041   0.012      0
 989.747628       2.14      7.99   16.022   0.010      0
 991.696533     -39.43      6.81   16.077   0.009      0
 996.696300     -33.08      7.55   16.068   0.010      0
 998.748178     -44.30      7.68   16.083   0.011      0
1005.797966      -8.53      9.68   16.035   0.013      0
1007.703249      47.27      8.14   15.965   0.010      0
1020.680249      43.08      7.70   15.970   0.010      0
1026.602115      28.96      7.63   15.987   0.010      0
1035.497218      -7.73      8.91   16.034   0.012      0
1040.506691     -24.26      7.61   16.056   0.010      0
1048.521895      53.77      8.32   15.957   0.010      0
1053.502595     -42.24      7.71   16.081   0.011      0
1062.495840     -21.12      9.87   16.052   0.013      0
1068.534048       0.92      9.58   16.023   0.012      0
1075.575478     -34.79      9.24   16.070   0.013      0
1079.610665      50.12     10.43   15.961   0.013      0
1082.612015     -40.50     10.11   16.078   0.014      0
1088.574136      52.52      9.62   15.958   0.012      0
1092.539343      -2.17     10.02   16.027   0.013      0
1095.537340      70.13      7.61   15.937   0.009   1024
1102.564073      33.82      9.54   15.981   0.012      0
