 665.585096    -172.45      6.47   16.404   0.016      0
 672.502804      51.12      9.44   15.967   0.015      0
 685.614703    -274.54      6.48   16.682   0.020      0
 699.510034    -153.54      7.40   16.359   0.017      0
 707.589131     122.43      9.85   15.858   0.014      0
 714.497042       4.76      8.46   16.044   0.015      0
 733.515115     -58.52      8.30   16.159   0.016      0
 741.544401      25.56      9.55   16.009   0.016      0
 858.884421      72.86      8.77   15.932   0.014      0
 887.868878    -157.07      9.12   16.367   0.021      0
 895.847248     111.68      8.02   15.874   0.012      0
 898.859675      74.58      8.03   15.930   0.012      0
 918.814491    -102.48      7.36   16.247   0.015      0
 925.869743    -241.00      6.51   16.583   0.018      0
 936.719354     114.37      7.95   15.870   0.012      0
 962.683794     -14.88      8.59   16.079   0.015      0
 985.739982     124.81      7.45   15.854   0.011      0
 991.747788      -3.39      8.21   16.058   0.014      0
 997.657017      76.34      8.82   15.927   0.014      0
1006.608016    -224.69      7.06   16.537   0.019      0
1021.615902      69.26      9.35   15.938   0.015      0
1041.575085     115.87      9.05   15.867   0.013      0
1068.622291     -37.89      8.43   16.120   0.016      0
1072.632181     136.23     10.09   15.838   0.014      0
1076.649786    -156.60      8.41   16.366   0.020      0
1079.623556    -220.29      9.09   16.525   0.024      0
1087.630698      76.12     11.81   15.927   0.018      0
1089.612993      85.49     10.69   15.913   0.016      0
1092.555358     119.56     11.50   15.862   0.017      0
1102.582442     119.71     11.28   15.862   0.016      0
1107.585509    -145.29      7.77   16.340   0.018      0
1226.874374     123.87      9.98   15.856   0.014      0
1230.885083    -150.45      8.21   16.352   0.019      0
1239.892686      67.60     10.63   15.941   0.017      0
1242.888430    -169.31      8.66   16.396   0.021      0
1245.902154     101.54     11.02   15.889   0.016      0
1253.814672    -133.73      7.71   16.314   0.017      0
1261.867239      51.49      9.38   15.966   0.015      0
1265.908078    -265.10      8.32   16.653   0.025      0
1268.782851    -232.20      8.08   16.558   0.022      0
1278.904207    -243.24      7.07   16.589   0.020      0
1280.895018    -135.01      7.65   16.317   0.017      0
1288.914248    -161.80      7.44   16.378   0.017      0
1289.770955     105.47      9.96   15.883   0.015      0
1290.917489     -56.60      8.25   16.156   0.016      0
1294.894234      61.13     11.47   15.951   0.018      0
1295.893622      62.75      9.49   15.948   0.015      0
1297.794318     110.76      9.96   15.875   0.015      0
1299.715962       6.85      9.27   16.040   0.016      0
1305.930889     119.53     10.30   15.862   0.015      0
1306.910205      96.30      9.05   15.896   0.014      0
1307.932381      96.19     10.27   15.897   0.015      0
1312.761665      95.31      8.31   15.898   0.013      0
1313.932304     -38.96      8.99   16.122   0.017      0
1315.771649      84.02      8.72   15.915   0.013      0
1317.700509     -66.94      8.40   16.176   0.016      0
1317.930498     125.87     10.81   15.853   0.016      0
1318.933562     120.37     10.43   15.861   0.015      0
1320.754641    -128.29      7.92   16.302   0.017      0
1328.632684     104.34     13.01   15.884   0.019      0
1332.752938     -59.33     15.58   16.161   0.030      0
1335.799490     109.48      8.62   15.877   0.013      0
1338.805506     -79.59      8.44   16.201   0.017      0
1339.876143     102.93     10.64   15.887   0.016      0
1340.787089     -38.43      9.88   16.121   0.018      0
1342.773214     -79.09      7.55   16.200   0.015      0
1346.729427      54.29      9.33   15.962   0.015      0
1354.621151      79.39      9.92   15.922   0.015      0
1365.589790    -104.09      8.13   16.251   0.017      0
1370.624981     101.81      9.81   15.888   0.015      0
1375.694634      57.19      9.30   15.957   0.015      0
1394.726708     101.94      9.68   15.888   0.014      0
1398.690662     111.43      9.00   15.874   0.013      0
1401.696333     -86.22      8.97   16.214   0.018      0
1416.635513     127.80     10.29   15.850   0.015      0
1432.551793    -209.12      9.77   16.496   0.026      0
1436.517545    -166.61      8.60   16.390   0.020      0
1441.568094      -5.00     12.24   16.061   0.021      0
1443.568176    -240.41      7.83   16.581   0.022      0
1448.505086      44.74      9.20   15.977   0.015      0
1451.512395    -114.50      9.84   16.273   0.021      0
1459.567214      84.60     12.36   15.914   0.019      0
1462.557045     117.69     11.73   15.865   0.017      0
1478.538443     126.70     13.44   15.852   0.019      0
